Variant SKU,Product Name,Active,Variant Image,Option Name-1,Option Value-1,Option Name-2,Option Value-2,Option Name-3,Option Value-3,Option Name-4,Option Value-4,Option Name-5,Option Value-5,Option Name-6,Option Value-6,Category-1,Category-2,Category-3,Category-4,Category-5,Category-6,Tags,Length (mm),Width (mm),Height (mm),Weight (grams),Variant Price,Variant Wholesale Price,Variant Cost,Variant Landed Cost,UPC,HS Code,Country of Origin
020_003_CBLTBSKTSTCH_5.5,020_003_CBLTBSKTSTCH_5.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_003_CBLTBSKTSTCH_6,020_003_CBLTBSKTSTCH_6,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_003_CBLTBSKTSTCH_6.5,020_003_CBLTBSKTSTCH_6.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_003_CBLTBSKTSTCH_7,020_003_CBLTBSKTSTCH_7,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_003_CBLTBSKTSTCH_7.5,020_003_CBLTBSKTSTCH_7.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_003_CBLTBSKTSTCH_8,020_003_CBLTBSKTSTCH_8,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_003_CBLTBSKTSTCH_8.5,020_003_CBLTBSKTSTCH_8.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_003_CBLTBSKTSTCH_9,020_003_CBLTBSKTSTCH_9,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_003_CBLTBSKTSTCH_9.5,020_003_CBLTBSKTSTCH_9.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_004_HTPNKBSKTSTCH_10,020_004_HTPNKBSKTSTCH_10,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_004_HTPNKBSKTSTCH_10.5,020_004_HTPNKBSKTSTCH_10.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_004_HTPNKBSKTSTCH_11,020_004_HTPNKBSKTSTCH_11,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_004_HTPNKBSKTSTCH_11.5,020_004_HTPNKBSKTSTCH_11.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_004_HTPNKBSKTSTCH_12,020_004_HTPNKBSKTSTCH_12,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_004_HTPNKBSKTSTCH_12.5,020_004_HTPNKBSKTSTCH_12.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_004_HTPNKBSKTSTCH_13,020_004_HTPNKBSKTSTCH_13,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_004_HTPNKBSKTSTCH_5,020_004_HTPNKBSKTSTCH_5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_004_HTPNKBSKTSTCH_5.5,020_004_HTPNKBSKTSTCH_5.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_004_HTPNKBSKTSTCH_6,020_004_HTPNKBSKTSTCH_6,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_004_HTPNKBSKTSTCH_6.5,020_004_HTPNKBSKTSTCH_6.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_004_HTPNKBSKTSTCH_7,020_004_HTPNKBSKTSTCH_7,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_004_HTPNKBSKTSTCH_7.5,020_004_HTPNKBSKTSTCH_7.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_004_HTPNKBSKTSTCH_8,020_004_HTPNKBSKTSTCH_8,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_004_HTPNKBSKTSTCH_8.5,020_004_HTPNKBSKTSTCH_8.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_004_HTPNKBSKTSTCH_9,020_004_HTPNKBSKTSTCH_9,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_004_HTPNKBSKTSTCH_9.5,020_004_HTPNKBSKTSTCH_9.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_005_SSLFNG_10,020_005_SSLFNG_10,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_005_SSLFNG_10.5,020_005_SSLFNG_10.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_005_SSLFNG_11,020_005_SSLFNG_11,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_005_SSLFNG_11.5,020_005_SSLFNG_11.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_005_SSLFNG_12,020_005_SSLFNG_12,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_005_SSLFNG_12.5,020_005_SSLFNG_12.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_005_SSLFNG_13,020_005_SSLFNG_13,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_005_SSLFNG_5,020_005_SSLFNG_5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_005_SSLFNG_5.5,020_005_SSLFNG_5.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_005_SSLFNG_6,020_005_SSLFNG_6,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_005_SSLFNG_6.5,020_005_SSLFNG_6.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_005_SSLFNG_7,020_005_SSLFNG_7,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_005_SSLFNG_7.5,020_005_SSLFNG_7.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_005_SSLFNG_8,020_005_SSLFNG_8,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_005_SSLFNG_8.5,020_005_SSLFNG_8.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_005_SSLFNG_9,020_005_SSLFNG_9,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_005_SSLFNG_9.5,020_005_SSLFNG_9.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_006_TLBLFNG_10,020_006_TLBLFNG_10,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_006_TLBLFNG_10.5,020_006_TLBLFNG_10.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_006_TLBLFNG_11,020_006_TLBLFNG_11,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_006_TLBLFNG_11.5,020_006_TLBLFNG_11.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_006_TLBLFNG_12,020_006_TLBLFNG_12,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_006_TLBLFNG_12.5,020_006_TLBLFNG_12.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_006_TLBLFNG_13,020_006_TLBLFNG_13,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_006_TLBLFNG_5,020_006_TLBLFNG_5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_006_TLBLFNG_5.5,020_006_TLBLFNG_5.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_006_TLBLFNG_6,020_006_TLBLFNG_6,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_006_TLBLFNG_6.5,020_006_TLBLFNG_6.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_006_TLBLFNG_7,020_006_TLBLFNG_7,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_006_TLBLFNG_7.5,020_006_TLBLFNG_7.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_006_TLBLFNG_8,020_006_TLBLFNG_8,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_006_TLBLFNG_8.5,020_006_TLBLFNG_8.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_006_TLBLFNG_9,020_006_TLBLFNG_9,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_006_TLBLFNG_9.5,020_006_TLBLFNG_9.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_007_BRTRFNG_10,020_007_BRTRFNG_10,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_007_BRTRFNG_10.5,020_007_BRTRFNG_10.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_007_BRTRFNG_11,020_007_BRTRFNG_11,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_007_BRTRFNG_11.5,020_007_BRTRFNG_11.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_007_BRTRFNG_12,020_007_BRTRFNG_12,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_007_BRTRFNG_12.5,020_007_BRTRFNG_12.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_007_BRTRFNG_13,020_007_BRTRFNG_13,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_007_BRTRFNG_5,020_007_BRTRFNG_5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_007_BRTRFNG_5.5,020_007_BRTRFNG_5.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_007_BRTRFNG_6,020_007_BRTRFNG_6,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_007_BRTRFNG_6.5,020_007_BRTRFNG_6.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_007_BRTRFNG_7,020_007_BRTRFNG_7,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_007_BRTRFNG_7.5,020_007_BRTRFNG_7.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_007_BRTRFNG_8,020_007_BRTRFNG_8,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_007_BRTRFNG_8.5,020_007_BRTRFNG_8.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_007_BRTRFNG_9,020_007_BRTRFNG_9,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
020_007_BRTRFNG_9.5,020_007_BRTRFNG_9.5,TRUE,,,,,,,,,,,,Unit of Measure,PR,,,,,,,,,,,,,,,,,,
021_001_SGCMO_OS,021_001_SGCMO_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
021_002_SLCMO_OS,021_002_SLCMO_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
021_003_BRPY_OS,021_003_BRPY_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
021_004_MIDNTN_OS,021_004_MIDNTN_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
021_005_DSRTSND_OS,021_005_DSRTSND_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
021_006_DVGY_OS,021_006_DVGY_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
021_007_SGGRN_OS,021_007_SGGRN_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
021_008_SLTBLK_OS,021_008_SLTBLK_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
021_009_SNABWN_OS,021_009_SNABWN_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
021_010_RSEWTR_OS,021_010_RSEWTR_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
021_012_INKIVY_OS,021_012_INKIVY_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
021_013_RBYRD_OS,021_013_RBYRD_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
021_014_DPSPRC_OS,021_014_DPSPRC_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
021_015_KCMO_OS,021_015_KCMO_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
021_016_LILHZ_OS,021_016_LILHZ_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
021_017_DPTL_OS,021_017_DPTL_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
021_018_RNDP_OS,021_018_RNDP_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
021_019_PNKPRM_OS,021_019_PNKPRM_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
021_020_MLRDGRN_OS,021_020_MLRDGRN_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
021_021_GRYMT_OS,021_021_GRYMT_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
021_022_CRMSPC_OS,021_022_CRMSPC_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
021_023_GLBLU_OS,021_023_GLBLU_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
021_024_CMLBLK_OS,021_024_CMLBLK_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
022_001_SGGRN_OS,022_001_SGGRN_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
022_002_BRPY_OS,022_002_BRPY_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
022_003_SLTBLK_OS,022_003_SLTBLK_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_001_BRHTPY_OS,023_001_BRHTPY_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_002_LGHTLME_OS,023_002_LGHTLME_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_003_SLTCMO_OS,023_003_SLTCMO_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_004_SGECMO_OS,023_004_SGECMO_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_005_SGGRN_OS,023_005_SGGRN_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_006_DSRTSND_OS,023_006_DSRTSND_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_007_MDNTNY_OS,023_007_MDNTNY_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_008_JNPMDRS_OS,023_008_JNPMDRS_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_009_PCHMDRS_OS,023_009_PCHMDRS_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_010_NEMDRS_OS,023_010_NEMDRS_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_011_INKIVY_OS,023_011_INKIVY_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_012_RBYRD_OS,023_012_RBYRD_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_013_DPSPHRE_OS,023_013_DPSPHRE_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_014_SGRPLM_OS,023_014_SGRPLM_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_015_SPCCHI_OS,023_015_SPCCHI_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_016_DBGCHK_OS,023_016_DBGCHK_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_017_BRBGCHK_OS,023_017_BRBGCHK_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_018_GRNSTRP_OS,023_018_GRNSTRP_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_019_KCMO_OS,023_019_KCMO_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_020_DPTL_OS,023_020_DPTL_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_021_LILHZ_OS,023_021_LILHZ_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_022_JBL_OS,023_022_JBL_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_023_JDGRN_OS,023_023_JDGRN_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_024_JYL_OS,023_024_JYL_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_025_PNKBGCHK_OS,023_025_PNKBGCHK_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_026_BBGCHK_OS,023_026_BBGCHK_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_027_BLMT_OS,023_027_BLMT_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_028_GRNZB_OS,023_028_GRNZB_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_029_CRMSPC_OS,023_029_CRMSPC_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_030_GRYZB_OS,023_030_GRYZB_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_031_CMLBLK_OS,023_031_CMLBLK_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_032_BTNVY_OS,023_032_BTNVY_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
023_033_BTBRGY_OS,023_033_BTBRGY_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
024_001_BRHTPY_OS,024_001_BRHTPY_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
024_002_MIDNTN_OS,024_002_MIDNTN_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
024_003_CHRCLGR_OS,024_003_CHRCLGR_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
024_004_SGGRN_OS,024_004_SGGRN_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
024_005_SNABWN_OS,024_005_SNABWN_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
024_006_PCHMDRS_OS,024_006_PCHMDRS_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
024_007_SEASLT_OS,024_007_SEASLT_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
024_008_TTLBLK_OS,024_008_TTLBLK_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
024_009_RBYRD_OS,024_009_RBYRD_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
024_010_JBL_OS,024_010_JBL_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
024_011_GRYMT_OS,024_011_GRYMT_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
024_012_PNKYS_OS,024_012_PNKYS_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
024_013_BTPNK_OS,024_013_BTPNK_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
024_014_DRKJP_OS,024_014_DRKJP_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
024_015_DRKLZ_OS,024_015_DRKLZ_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
024_016_BTNVY_OS,024_016_BTNVY_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
024_017_MDNTNY_OS,024_017_MDNTNY_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
024_018_TTLBLK_OS,024_018_TTLBLK_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
024_019_RVRBLU_OS,024_019_RVRBLU_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
024_020_BLKPRTBL_OS,024_020_BLKPRTBL_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
024_021_SNBSNV_OS,024_021_SNBSNV_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
024_022_SNABWN_OS,024_022_SNABWN_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
024_023_NVYNT_OS,024_023_NVYNT_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
024_024_BLKCO_OS,024_024_BLKCO_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
024_025_CMC_OS,024_025_CMC_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
025_001_BRHTPY_OS,025_001_BRHTPY_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
025_002_NEOLME_OS,025_002_NEOLME_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
025_003_SLTCMO_OS,025_003_SLTCMO_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
025_004_LGTMLN_OS,025_004_LGTMLN_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
025_005_JNPMDRS_OS,025_005_JNPMDRS_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
025_006_DPSPHRE_OS,025_006_DPSPHRE_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
025_007_SGRPLM_OS,025_007_SGRPLM_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
026_001_BRHTPY_OS,026_001_BRHTPY_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
026_002_DVGY_OS,026_002_DVGY_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
026_003_SLTCMO_OS,026_003_SLTCMO_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
026_004_JNPGRN_OS,026_004_JNPGRN_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
026_005_PCHMDRS_OS,026_005_PCHMDRS_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
026_006_DPSPHRE_OS,026_006_DPSPHRE_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
026_007_SGRPLM_OS,026_007_SGRPLM_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
027_001_BRHTPY_OS,027_001_BRHTPY_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
027_002_DVGY_OS,027_002_DVGY_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
027_003_SLTCMO_OS,027_003_SLTCMO_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
027_004_BRTFSH_OS,027_004_BRTFSH_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
027_004_CRBMDRS_OS,027_004_CRBMDRS_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
027_005_CRBMDRS_OS,027_005_CRBMDRS_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
027_006_DPSPHRE_OS,027_006_DPSPHRE_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
027_007_SGRPLM_OS,027_007_SGRPLM_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
028_001_RDCBLT_OS,028_001_RDCBLT_OS,TRUE,,,,,,,,,,,,Unit of Measure,EA,,,,,,,,,,,,,,,,,,
